subscription_id,user_id,plan_type,monthly_fee,start_date
1040,30006,Premium,9.99,2025-12-16 14:53:28.724589
1041,7273,Premium,9.99,2026-02-24 14:53:28.724590
1042,23986,Premium,9.99,2025-11-04 14:53:28.724591
1043,39992,Premium,9.99,2026-02-10 14:53:28.724593
1044,24828,Premium,9.99,2025-10-31 14:53:28.724594
1045,45366,Premium,9.99,2025-12-10 14:53:28.724595
1046,26357,Premium,9.99,2025-10-01 14:53:28.724596
1047,20934,Premium,9.99,2025-09-20 14:53:28.724597
1048,14537,Premium,9.99,2026-01-01 14:53:28.724598
1049,36818,Premium,9.99,2026-01-18 14:53:28.724599
1050,7048,Premium,9.99,2025-12-28 14:53:28.724600
1051,9797,Premium,9.99,2025-12-25 14:53:28.724601
1052,8962,Premium,9.99,2026-01-02 14:53:28.724602
1053,3603,Premium,9.99,2026-02-14 14:53:28.724603
1054,10997,Premium,9.99,2025-12-13 14:53:28.724604
1055,2387,Premium,9.99,2025-10-29 14:53:28.724605
1056,36974,Premium,9.99,2025-11-18 14:53:28.724607
1057,45469,Premium,9.99,2025-11-14 14:53:28.724607
1058,23249,Premium,9.99,2025-12-23 14:53:28.724609
1059,49712,Premium,9.99,2025-11-18 14:53:28.724610
1060,43595,Premium,9.99,2025-09-19 14:53:28.724611
1061,40144,Premium,9.99,2026-01-29 14:53:28.724612
1062,30204,Premium,9.99,2025-12-30 14:53:28.724613
1063,16887,Premium,9.99,2025-11-04 14:53:28.724614
1064,9393,Premium,9.99,2025-09-01 14:53:28.724615
1065,48716,Premium,9.99,2025-10-05 14:53:28.724616
1066,21366,Premium,9.99,2025-11-24 14:53:28.724617
1067,36844,Premium,9.99,2026-02-14 14:53:28.724618
1068,43742,Premium,9.99,2026-02-07 14:53:28.724620
1069,1657,Premium,9.99,2026-01-21 14:53:28.724621
1070,35772,Premium,9.99,2025-10-26 14:53:28.724622
1071,30599,Premium,9.99,2025-10-18 14:53:28.724622
1072,12895,Premium,9.99,2025-10-25 14:53:28.724624
1073,44232,Premium,9.99,2025-12-04 14:53:28.724625
1074,36533,Premium,9.99,2025-10-16 14:53:28.724626
1075,37136,Premium,9.99,2025-10-19 14:53:28.724630
1076,8977,Premium,9.99,2025-12-31 14:53:28.724633
1077,29283,Premium,9.99,2025-12-30 14:53:28.724635
1078,28646,Premium,9.99,2025-12-04 14:53:28.724637
1079,9927,Premium,9.99,2025-11-08 14:53:28.724639
1080,34162,Premium,9.99,2025-12-10 14:53:28.724641
1081,45045,Premium,9.99,2026-01-15 14:53:28.724643
1082,25613,Premium,9.99,2025-10-21 14:53:28.724645
1083,21925,Premium,9.99,2025-12-02 14:53:28.724647
1084,36040,Premium,9.99,2025-10-31 14:53:28.724648
1085,32009,Premium,9.99,2025-10-04 14:53:28.724661
1086,8463,Premium,9.99,2025-10-31 14:53:28.724662
1087,41452,Premium,9.99,2025-12-10 14:53:28.724663
1088,22746,Premium,9.99,2026-02-10 14:53:28.724665
1089,30175,Premium,9.99,2025-11-27 14:53:28.724666
1090,13227,Premium,9.99,2025-11-10 14:53:28.724667
1091,15703,Premium,9.99,2025-11-20 14:53:28.724669
1092,38202,Premium,9.99,2026-01-21 14:53:28.724669
1093,14431,Premium,9.99,2025-10-20 14:53:28.724670
1094,45305,Premium,9.99,2025-12-08 14:53:28.724672
1095,41215,Premium,9.99,2026-01-22 14:53:28.724673
1096,17726,Premium,9.99,2025-09-22 14:53:28.724674
1097,12669,Premium,9.99,2025-10-25 14:53:28.724675
1098,29137,Premium,9.99,2025-12-24 14:53:28.724676
1099,40757,Premium,9.99,2025-10-14 14:53:28.724677
1100,23940,Premium,9.99,2026-01-22 14:53:28.724679
1101,20408,Premium,9.99,2025-09-11 14:53:28.724679
1102,542,Premium,9.99,2025-09-03 14:53:28.724681
1103,2003,Premium,9.99,2025-10-10 14:53:28.724682
1104,1702,Premium,9.99,2025-10-29 14:53:28.724683
1105,38470,Premium,9.99,2026-01-11 14:53:28.724684
1106,14262,Premium,9.99,2025-11-20 14:53:28.724685
1107,5886,Premium,9.99,2025-10-01 14:53:28.724687
1108,16635,Premium,9.99,2025-10-22 14:53:28.724688
1109,2134,Premium,9.99,2025-12-04 14:53:28.724689
1110,5032,Premium,9.99,2025-11-12 14:53:28.724690
1111,6667,Premium,9.99,2025-09-09 14:53:28.724691
1112,30140,Premium,9.99,2025-12-25 14:53:28.724692
1113,22142,Premium,9.99,2026-01-30 14:53:28.724693
1114,357,Premium,9.99,2025-09-04 14:53:28.724694
1115,28606,Premium,9.99,2025-12-19 14:53:28.724695
1116,32898,Premium,9.99,2026-02-11 14:53:28.724696
1117,30339,Premium,9.99,2025-09-27 14:53:28.724697
1118,12881,Premium,9.99,2025-11-12 14:53:28.724698
1119,492,Premium,9.99,2025-12-30 14:53:28.724699
1120,8002,Premium,9.99,2025-09-28 14:53:28.724701
1121,5703,Premium,9.99,2026-01-19 14:53:28.724702
1122,5082,Premium,9.99,2025-09-16 14:53:28.724703
1123,21983,Premium,9.99,2025-12-04 14:53:28.724704
1124,41404,Premium,9.99,2025-12-13 14:53:28.724705
1125,18845,Premium,9.99,2025-09-17 14:53:28.724706
1126,28778,Premium,9.99,2025-11-16 14:53:28.724707
1127,12541,Premium,9.99,2025-09-29 14:53:28.724708
1128,25218,Premium,9.99,2025-09-01 14:53:28.724709
1129,31507,Premium,9.99,2026-02-22 14:53:28.724710
1130,4546,Premium,9.99,2025-11-17 14:53:28.724712
1131,19873,Premium,9.99,2025-11-29 14:53:28.724713
1132,6769,Premium,9.99,2025-11-13 14:53:28.724714
1133,42967,Premium,9.99,2025-12-20 14:53:28.724715
1134,15079,Premium,9.99,2025-09-15 14:53:28.724716
1135,7895,Premium,9.99,2026-02-19 14:53:28.724717
1136,20531,Premium,9.99,2025-12-16 14:53:28.724718
1137,47949,Premium,9.99,2025-10-21 14:53:28.724719
1138,22804,Premium,9.99,2026-01-10 14:53:28.724720
1139,7879,Premium,9.99,2025-10-03 14:53:28.724721
1140,20451,Premium,9.99,2026-01-20 14:53:28.724722
1141,30170,Premium,9.99,2026-02-24 14:53:28.724723
1142,41261,Premium,9.99,2025-11-12 14:53:28.724725
1143,10805,Premium,9.99,2025-12-06 14:53:28.724726
1144,20860,Premium,9.99,2025-10-24 14:53:28.724727
1145,22302,Premium,9.99,2025-11-22 14:53:28.724728
1146,30463,Premium,9.99,2025-10-14 14:53:28.724729
1147,32483,Premium,9.99,2026-01-10 14:53:28.724730
1148,49572,Premium,9.99,2026-02-14 14:53:28.724731
1149,35820,Premium,9.99,2025-10-20 14:53:28.724732
1150,32937,Premium,9.99,2025-12-31 14:53:28.724733
1151,1971,Premium,9.99,2025-12-14 14:53:28.724734
1152,9430,Premium,9.99,2025-09-01 14:53:28.724735
1153,26683,Premium,9.99,2025-11-21 14:53:28.724736
1154,24306,Premium,9.99,2025-10-04 14:53:28.724738
1155,39968,Premium,9.99,2025-12-27 14:53:28.724739
1156,31909,Premium,9.99,2025-10-28 14:53:28.724740
1157,18759,Premium,9.99,2025-10-04 14:53:28.724741
1158,20949,Premium,9.99,2025-11-06 14:53:28.724742
1159,15197,Premium,9.99,2025-11-11 14:53:28.724743
1160,22803,Premium,9.99,2026-01-20 14:53:28.724744
1161,5602,Premium,9.99,2025-12-12 14:53:28.724745
1162,47782,Premium,9.99,2025-12-09 14:53:28.724746
1163,40111,Premium,9.99,2025-10-02 14:53:28.724747
1164,21726,Premium,9.99,2025-12-20 14:53:28.724749
1165,45102,Premium,9.99,2026-01-01 14:53:28.724750
1166,29877,Premium,9.99,2025-10-17 14:53:28.724751
1167,47098,Premium,9.99,2026-02-17 14:53:28.724752
1168,25261,Premium,9.99,2025-10-14 14:53:28.724753
1169,10266,Premium,9.99,2025-12-09 14:53:28.724754
1170,35032,Premium,9.99,2025-10-27 14:53:28.724755
1171,29836,Premium,9.99,2026-01-18 14:53:28.724756
1172,49464,Premium,9.99,2026-01-14 14:53:28.724757
1173,38439,Premium,9.99,2025-10-24 14:53:28.724759
1174,17455,Premium,9.99,2025-12-23 14:53:28.724760
1175,41673,Premium,9.99,2026-02-18 14:53:28.724761
1176,39805,Premium,9.99,2026-02-01 14:53:28.724761
1177,19309,Premium,9.99,2026-02-07 14:53:28.724763
1178,8022,Premium,9.99,2026-02-05 14:53:28.724764
1179,39421,Premium,9.99,2025-09-29 14:53:28.724765
1180,42903,Premium,9.99,2026-01-12 14:53:28.724766
1181,10376,Premium,9.99,2025-12-30 14:53:28.724767
1182,42099,Premium,9.99,2025-12-11 14:53:28.724768
1183,14488,Premium,9.99,2025-10-27 14:53:28.724769
1184,12442,Premium,9.99,2026-02-03 14:53:28.724770
1185,39609,Premium,9.99,2025-11-09 14:53:28.724771
1186,27984,Premium,9.99,2026-02-03 14:53:28.724772
1187,4431,Premium,9.99,2025-11-19 14:53:28.724773
1188,1689,Premium,9.99,2025-08-31 14:53:28.724774
1189,1402,Premium,9.99,2026-02-08 14:53:28.724775
1190,8354,Premium,9.99,2026-01-01 14:53:28.724777
1191,38376,Premium,9.99,2025-11-26 14:53:28.724777
1192,13964,Premium,9.99,2025-11-06 14:53:28.724778
1193,19155,Premium,9.99,2025-11-08 14:53:28.724780
1194,44103,Premium,9.99,2025-10-15 14:53:28.724781
1195,29855,Premium,9.99,2025-10-31 14:53:28.724782
1196,12354,Premium,9.99,2026-01-11 14:53:28.724783
1197,49057,Premium,9.99,2026-01-03 14:53:28.724785
1198,45197,Premium,9.99,2026-01-11 14:53:28.724786
1199,15501,Premium,9.99,2025-12-28 14:53:28.724787
1200,34917,Premium,9.99,2026-02-12 14:53:28.724788
1201,42324,Premium,9.99,2025-11-02 14:53:28.724789
1202,45594,Premium,9.99,2026-01-05 14:53:28.724790
1203,7254,Premium,9.99,2025-10-31 14:53:28.724791
1204,18394,Premium,9.99,2025-10-29 14:53:28.724792
1205,19608,Premium,9.99,2025-09-24 14:53:28.724793
1206,2891,Premium,9.99,2025-10-01 14:53:28.724794
1207,20362,Premium,9.99,2025-12-11 14:53:28.724795
1208,14525,Premium,9.99,2025-12-05 14:53:28.724797
1209,5309,Premium,9.99,2026-02-03 14:53:28.724798
1210,25587,Premium,9.99,2025-09-10 14:53:28.724799
1211,32256,Premium,9.99,2026-01-22 14:53:28.724800
1212,7286,Premium,9.99,2025-12-19 14:53:28.724801
1213,28178,Premium,9.99,2026-01-31 14:53:28.724802
1214,19093,Premium,9.99,2025-11-25 14:53:28.724804
1215,49004,Premium,9.99,2025-12-25 14:53:28.724805
1216,4896,Premium,9.99,2025-10-28 14:53:28.724806
1217,22161,Premium,9.99,2026-01-30 14:53:28.724807
1218,31295,Premium,9.99,2025-12-07 14:53:28.724808
1219,24930,Premium,9.99,2026-01-24 14:53:28.724809
1220,33660,Premium,9.99,2025-09-10 14:53:28.724810
1221,23222,Premium,9.99,2025-11-11 14:53:28.724811
1222,35242,Premium,9.99,2026-01-19 14:53:28.724812
1223,44588,Premium,9.99,2025-11-25 14:53:28.724813
1224,20525,Premium,9.99,2025-11-25 14:53:28.724814
1225,48378,Premium,9.99,2025-12-17 14:53:28.724815
1226,28682,Premium,9.99,2025-11-03 14:53:28.724816
1227,32212,Premium,9.99,2025-12-12 14:53:28.724817
1228,17494,Premium,9.99,2026-02-13 14:53:28.724818
1229,47573,Premium,9.99,2026-02-01 14:53:28.724819
1230,18854,Premium,9.99,2025-11-05 14:53:28.724820
1231,38241,Premium,9.99,2026-02-02 14:53:28.724821
1232,48952,Premium,9.99,2026-01-10 14:53:28.724822
1233,36959,Premium,9.99,2025-12-26 14:53:28.724823
1234,17465,Premium,9.99,2026-02-16 14:53:28.724825
1235,23352,Premium,9.99,2026-01-13 14:53:28.724826
1236,45624,Premium,9.99,2026-01-05 14:53:28.724827
1237,48307,Premium,9.99,2026-01-08 14:53:28.724828
1238,45749,Premium,9.99,2025-09-15 14:53:28.724829
1239,11679,Premium,9.99,2025-09-13 14:53:28.724830
1240,33127,Premium,9.99,2025-12-29 14:53:28.724831
1241,7781,Premium,9.99,2026-01-31 14:53:28.724832
1242,18387,Premium,9.99,2025-09-25 14:53:28.724833
1243,3885,Premium,9.99,2025-11-20 14:53:28.724834
1244,18520,Premium,9.99,2026-01-16 14:53:28.724836
1245,20954,Premium,9.99,2025-10-07 14:53:28.724841
1246,18347,Premium,9.99,2025-10-18 14:53:28.724844
1247,17040,Premium,9.99,2025-10-01 14:53:28.724847
1248,2414,Premium,9.99,2025-10-19 14:53:28.724848
1249,42394,Premium,9.99,2025-11-05 14:53:28.724850
1250,16140,Premium,9.99,2026-02-02 14:53:28.724852
1251,41005,Premium,9.99,2025-12-14 14:53:28.724854
1252,8066,Premium,9.99,2025-09-22 14:53:28.724856
1253,47910,Premium,9.99,2025-11-01 14:53:28.724872
1254,44269,Premium,9.99,2025-09-25 14:53:28.724874
1255,38373,Premium,9.99,2025-11-21 14:53:28.724875
1256,32279,Premium,9.99,2025-10-25 14:53:28.724876
1257,10686,Premium,9.99,2025-12-02 14:53:28.724877
1258,17161,Premium,9.99,2025-11-11 14:53:28.724878
1259,16495,Premium,9.99,2026-02-05 14:53:28.724880
1260,13777,Premium,9.99,2026-02-26 14:53:28.724881
1261,1462,Premium,9.99,2025-12-27 14:53:28.724882
1262,46993,Premium,9.99,2025-09-07 14:53:28.724883
1263,42334,Premium,9.99,2025-10-23 14:53:28.724884
1264,6749,Premium,9.99,2025-11-09 14:53:28.724885
1265,42109,Premium,9.99,2025-12-10 14:53:28.724886
1266,27432,Premium,9.99,2025-10-04 14:53:28.724887
1267,46732,Premium,9.99,2026-02-08 14:53:28.724888
1268,13918,Premium,9.99,2026-02-17 14:53:28.724889
1269,3808,Premium,9.99,2025-09-08 14:53:28.724890
1270,25014,Premium,9.99,2025-11-15 14:53:28.724891
1271,15996,Premium,9.99,2025-11-16 14:53:28.724892
1272,10334,Premium,9.99,2025-10-17 14:53:28.724893
1273,22527,Premium,9.99,2026-01-31 14:53:28.724895
1274,49569,Premium,9.99,2026-02-23 14:53:28.724896
1275,32274,Premium,9.99,2025-12-18 14:53:28.724897
1276,42688,Premium,9.99,2025-12-24 14:53:28.724898
1277,42731,Premium,9.99,2025-09-12 14:53:28.724899
1278,41174,Premium,9.99,2026-02-20 14:53:28.724900
1279,17878,Premium,9.99,2026-02-07 14:53:28.724901
1280,32555,Premium,9.99,2026-01-21 14:53:28.724902
1281,24752,Premium,9.99,2025-10-18 14:53:28.724903
1282,33764,Premium,9.99,2026-01-25 14:53:28.724904
1283,6,Premium,9.99,2025-12-29 14:53:28.724905
1284,20127,Premium,9.99,2026-02-17 14:53:28.724906
1285,19724,Premium,9.99,2026-01-12 14:53:28.724908
1286,43057,Premium,9.99,2026-02-26 14:53:28.724909
1287,35322,Premium,9.99,2026-02-20 14:53:28.724910
1288,19662,Premium,9.99,2026-01-24 14:53:28.724911
1289,28668,Premium,9.99,2025-11-04 14:53:28.724912
1290,22191,Premium,9.99,2026-01-26 14:53:28.724914
1291,2488,Premium,9.99,2025-12-03 14:53:28.724915
1292,37378,Premium,9.99,2026-01-09 14:53:28.724916
1293,14741,Premium,9.99,2026-02-11 14:53:28.724917
1294,2308,Premium,9.99,2025-10-16 14:53:28.724918
1295,31088,Premium,9.99,2025-09-19 14:53:28.724919
1296,38764,Premium,9.99,2025-12-13 14:53:28.724921
1297,48830,Premium,9.99,2025-11-08 14:53:28.724922
1298,33448,Premium,9.99,2026-02-03 14:53:28.724923
1299,13501,Premium,9.99,2025-10-22 14:53:28.724924
1300,31770,Premium,9.99,2025-09-26 14:53:28.724925
1301,13714,Premium,9.99,2026-02-26 14:53:28.724926
1302,48706,Premium,9.99,2025-10-19 14:53:28.724927
1303,45276,Premium,9.99,2025-09-14 14:53:28.724928
1304,8003,Premium,9.99,2025-12-10 14:53:28.724929
1305,39718,Premium,9.99,2025-09-07 14:53:28.724930
1306,8643,Premium,9.99,2026-01-16 14:53:28.724931
1307,19221,Premium,9.99,2026-02-10 14:53:28.724932
1308,1041,Premium,9.99,2025-10-03 14:53:28.724933
1309,42111,Premium,9.99,2025-10-26 14:53:28.724934
1310,33360,Premium,9.99,2025-12-02 14:53:28.724935
1311,34716,Premium,9.99,2025-11-14 14:53:28.724936
1312,27328,Premium,9.99,2025-12-29 14:53:28.724937
1313,24567,Premium,9.99,2025-12-27 14:53:28.724938
1314,42593,Premium,9.99,2025-09-11 14:53:28.724940
1315,9720,Premium,9.99,2026-01-02 14:53:28.724941
1316,16553,Premium,9.99,2025-10-20 14:53:28.724942
1317,36106,Premium,9.99,2026-01-18 14:53:28.724943
1318,45804,Premium,9.99,2025-12-16 14:53:28.724944
1319,23460,Premium,9.99,2026-01-11 14:53:28.724945
1320,7998,Premium,9.99,2026-01-03 14:53:28.724946
1321,42252,Premium,9.99,2025-09-28 14:53:28.724947
1322,32193,Premium,9.99,2026-02-26 14:53:28.724948
1323,19489,Premium,9.99,2026-01-11 14:53:28.724950
1324,46302,Premium,9.99,2025-09-01 14:53:28.724951
1325,32418,Premium,9.99,2026-01-23 14:53:28.724952
1326,29217,Premium,9.99,2025-12-22 14:53:28.724953
1327,16211,Premium,9.99,2026-01-16 14:53:28.724954
1328,9105,Premium,9.99,2025-11-18 14:53:28.724955
1329,3077,Premium,9.99,2025-10-06 14:53:28.724956
1330,38496,Premium,9.99,2025-11-18 14:53:28.724957
1331,23962,Premium,9.99,2025-12-27 14:53:28.724958
1332,2987,Premium,9.99,2025-12-22 14:53:28.724959
1333,3635,Premium,9.99,2025-11-22 14:53:28.724961
1334,49102,Premium,9.99,2026-01-31 14:53:28.724962
1335,48317,Premium,9.99,2026-02-26 14:53:28.724962
1336,27118,Premium,9.99,2026-01-07 14:53:28.724964
1337,46152,Premium,9.99,2026-02-23 14:53:28.724965
1338,16385,Premium,9.99,2025-12-06 14:53:28.724966
1339,43397,Premium,9.99,2025-10-04 14:53:28.724967
1340,43427,Premium,9.99,2026-01-20 14:53:28.724968
1341,29160,Premium,9.99,2026-02-25 14:53:28.724969
1342,11836,Premium,9.99,2025-09-23 14:53:28.724970
1343,22726,Premium,9.99,2025-12-27 14:53:28.724971
1344,8859,Premium,9.99,2026-02-05 14:53:28.724972
1345,44636,Premium,9.99,2025-09-04 14:53:28.724973
1346,13428,Premium,9.99,2026-01-19 14:53:28.724975
1347,13989,Premium,9.99,2026-02-02 14:53:28.724976
1348,27853,Premium,9.99,2025-12-25 14:53:28.724977
1349,20690,Premium,9.99,2026-02-12 14:53:28.724978
1350,46197,Premium,9.99,2025-11-12 14:53:28.724979
1351,37949,Premium,9.99,2025-12-22 14:53:28.724980
1352,49642,Premium,9.99,2025-09-06 14:53:28.724981
1353,26738,Premium,9.99,2025-09-02 14:53:28.724982
1354,37176,Premium,9.99,2025-10-18 14:53:28.724983
1355,32461,Premium,9.99,2026-02-05 14:53:28.724984
1356,13914,Premium,9.99,2025-10-01 14:53:28.724985
1357,44847,Premium,9.99,2026-02-02 14:53:28.724986
1358,49318,Premium,9.99,2025-12-04 14:53:28.724987
1359,17054,Premium,9.99,2025-12-01 14:53:28.724988
1360,8704,Premium,9.99,2026-02-26 14:53:28.724989
1361,14303,Premium,9.99,2026-02-23 14:53:28.724990
1362,28212,Premium,9.99,2025-09-11 14:53:28.724992
1363,30403,Premium,9.99,2025-10-12 14:53:28.724993
1364,43146,Premium,9.99,2026-02-10 14:53:28.724994
1365,32180,Premium,9.99,2026-02-17 14:53:28.724995
1366,34370,Premium,9.99,2025-11-28 14:53:28.724996
1367,6900,Premium,9.99,2025-12-16 14:53:28.724997
1368,38897,Premium,9.99,2025-10-01 14:53:28.724998
1369,39711,Premium,9.99,2026-02-08 14:53:28.724999
1370,13802,Premium,9.99,2025-11-15 14:53:28.725000
1371,24462,Premium,9.99,2025-10-02 14:53:28.725001
1372,2024,Premium,9.99,2025-09-15 14:53:28.725003
1373,20398,Premium,9.99,2025-11-06 14:53:28.725003
1374,39892,Premium,9.99,2025-10-01 14:53:28.725005
1375,35758,Premium,9.99,2025-10-04 14:53:28.725006
1376,1610,Premium,9.99,2026-02-25 14:53:28.725007
1377,46918,Premium,9.99,2025-11-07 14:53:28.725008
1378,41189,Premium,9.99,2025-11-10 14:53:28.725009
1379,23194,Premium,9.99,2025-09-07 14:53:28.725010
1380,17844,Premium,9.99,2025-11-19 14:53:28.725011
1381,19096,Premium,9.99,2025-11-13 14:53:28.725012
1382,34823,Premium,9.99,2025-10-17 14:53:28.725013
1383,1005,Premium,9.99,2025-10-11 14:53:28.725014
1384,38016,Premium,9.99,2025-09-08 14:53:28.725015
1385,12671,Premium,9.99,2025-10-24 14:53:28.725017
1386,17141,Premium,9.99,2025-12-26 14:53:28.725018
1387,33325,Premium,9.99,2025-10-11 14:53:28.725019
1388,32050,Premium,9.99,2026-02-24 14:53:28.725021
1389,27,Premium,9.99,2025-09-16 14:53:28.725022
1390,16772,Premium,9.99,2025-12-31 14:53:28.725023
1391,4969,Premium,9.99,2026-02-25 14:53:28.725024
1392,20245,Premium,9.99,2025-11-23 14:53:28.725025
1393,4084,Premium,9.99,2025-09-29 14:53:28.725026
1394,27482,Premium,9.99,2025-11-20 14:53:28.725027
1395,19027,Premium,9.99,2026-01-25 14:53:28.725028
1396,10081,Premium,9.99,2025-11-24 14:53:28.725029
1397,23237,Premium,9.99,2025-10-20 14:53:28.725030
1398,32999,Premium,9.99,2025-10-30 14:53:28.725031
1399,10516,Premium,9.99,2025-09-19 14:53:28.725033
1400,9575,Premium,9.99,2025-12-22 14:53:28.725038
1401,6500,Premium,9.99,2026-01-08 14:53:28.725040
1402,32152,Premium,9.99,2025-09-05 14:53:28.725042
1403,10573,Premium,9.99,2026-02-09 14:53:28.725044
1404,16476,Premium,9.99,2025-10-23 14:53:28.725046
1405,8513,Premium,9.99,2025-09-20 14:53:28.725048
1406,26145,Premium,9.99,2025-10-21 14:53:28.725052
1407,42073,Premium,9.99,2025-08-31 14:53:28.725055
1408,29581,Premium,9.99,2026-02-08 14:53:28.725056
1409,35622,Premium,9.99,2026-01-02 14:53:28.725058
1410,12138,Premium,9.99,2025-12-01 14:53:28.725059
1411,30043,Premium,9.99,2025-10-24 14:53:28.725060
1412,40960,Premium,9.99,2025-11-21 14:53:28.725061
1413,33948,Premium,9.99,2025-12-10 14:53:28.725062
1414,49599,Premium,9.99,2025-11-14 14:53:28.725063
1415,46341,Premium,9.99,2026-02-15 14:53:28.725065
1416,697,Premium,9.99,2025-08-31 14:53:28.725065
1417,22751,Premium,9.99,2025-09-12 14:53:28.725066
1418,2102,Premium,9.99,2026-01-11 14:53:28.725068
1419,28647,Premium,9.99,2025-10-17 14:53:28.725069
1420,14789,Premium,9.99,2025-12-13 14:53:28.725070
1421,49765,Premium,9.99,2025-09-17 14:53:28.725070
1422,8593,Premium,9.99,2026-02-12 14:53:28.725072
1423,42493,Premium,9.99,2025-12-31 14:53:28.725073
1424,8422,Premium,9.99,2025-09-26 14:53:28.725074
1425,15235,Premium,9.99,2025-10-15 14:53:28.725075
1426,29242,Premium,9.99,2025-10-16 14:53:28.725076
1427,45048,Premium,9.99,2026-01-14 14:53:28.725077
1428,12712,Premium,9.99,2026-02-17 14:53:28.725078
1429,16376,Premium,9.99,2026-01-05 14:53:28.725079
1430,25648,Premium,9.99,2026-02-20 14:53:28.725080
1431,42128,Premium,9.99,2026-02-10 14:53:28.725081
1432,29258,Premium,9.99,2025-09-28 14:53:28.725082
1433,14790,Premium,9.99,2025-10-09 14:53:28.725083
1434,48713,Premium,9.99,2026-01-03 14:53:28.725084
1435,10903,Premium,9.99,2025-09-24 14:53:28.725085
1436,46048,Premium,9.99,2026-02-20 14:53:28.725086
1437,10926,Premium,9.99,2025-09-08 14:53:28.725087
1438,49158,Premium,9.99,2026-01-22 14:53:28.725097
1439,47259,Premium,9.99,2025-10-13 14:53:28.725100
1440,44326,Premium,9.99,2025-11-25 14:53:28.725101
1441,6873,Premium,9.99,2026-01-02 14:53:28.725101
1442,19299,Premium,9.99,2025-09-16 14:53:28.725103
1443,45841,Premium,9.99,2026-02-23 14:53:28.725104
1444,46462,Premium,9.99,2025-09-06 14:53:28.725105
1445,21877,Premium,9.99,2025-10-08 14:53:28.725106
1446,24418,Premium,9.99,2026-01-07 14:53:28.725107
1447,18024,Premium,9.99,2026-01-06 14:53:28.725108
1448,45706,Premium,9.99,2026-01-24 14:53:28.725109
1449,34465,Premium,9.99,2025-10-01 14:53:28.725110
1450,23330,Premium,9.99,2025-09-01 14:53:28.725111
1451,39366,Premium,9.99,2025-11-28 14:53:28.725113
1452,9526,Premium,9.99,2025-12-18 14:53:28.725114
1453,38000,Premium,9.99,2025-11-07 14:53:28.725115
1454,32959,Premium,9.99,2025-12-12 14:53:28.725116
1455,30382,Premium,9.99,2026-01-14 14:53:28.725117
1456,24699,Premium,9.99,2025-12-26 14:53:28.725118
1457,28391,Premium,9.99,2026-02-18 14:53:28.725119
1458,6179,Premium,9.99,2026-02-06 14:53:28.725120
1459,17211,Premium,9.99,2025-12-30 14:53:28.725121
1460,41098,Premium,9.99,2025-09-24 14:53:28.725122
1461,20868,Premium,9.99,2025-12-15 14:53:28.725124
1462,41141,Premium,9.99,2026-02-17 14:53:28.725125
1463,43429,Premium,9.99,2025-09-20 14:53:28.725126
1464,1110,Premium,9.99,2025-11-13 14:53:28.725127
1465,1990,Premium,9.99,2025-09-19 14:53:28.725128
1466,28745,Premium,9.99,2025-12-15 14:53:28.725129
1467,15085,Premium,9.99,2025-09-29 14:53:28.725130
1468,3527,Premium,9.99,2026-01-29 14:53:28.725131
1469,35029,Premium,9.99,2025-11-05 14:53:28.725132
1470,3448,Premium,9.99,2025-12-10 14:53:28.725133
1471,29382,Premium,9.99,2025-09-25 14:53:28.725134
1472,7699,Premium,9.99,2025-09-23 14:53:28.725135
1473,11604,Premium,9.99,2025-10-10 14:53:28.725136
1474,3498,Premium,9.99,2025-09-04 14:53:28.725138
1475,3256,Premium,9.99,2025-12-13 14:53:28.725142
1476,13177,Premium,9.99,2025-11-13 14:53:28.725145
1477,35879,Premium,9.99,2026-02-19 14:53:28.725147
1478,36000,Premium,9.99,2026-02-07 14:53:28.725149
1479,27323,Premium,9.99,2025-09-20 14:53:28.725151
1480,8479,Premium,9.99,2026-01-06 14:53:28.725152
1481,10333,Premium,9.99,2025-12-08 14:53:28.725159
1482,40247,Premium,9.99,2025-12-11 14:53:28.725161
1483,36363,Premium,9.99,2026-01-14 14:53:28.725162
1484,23204,Premium,9.99,2025-12-31 14:53:28.725163
1485,8968,Premium,9.99,2026-02-27 14:53:28.725165
1486,36266,Premium,9.99,2025-12-18 14:53:28.725166
1487,25200,Premium,9.99,2025-10-27 14:53:28.725168
1488,3674,Premium,9.99,2025-12-12 14:53:28.725169
1489,40133,Premium,9.99,2025-12-12 14:53:28.725170
1490,21292,Premium,9.99,2025-10-16 14:53:28.725171
1491,42050,Premium,9.99,2025-10-01 14:53:28.725172
1492,47466,Premium,9.99,2026-01-09 14:53:28.725173
1493,6746,Premium,9.99,2025-12-31 14:53:28.725174
1494,2939,Premium,9.99,2026-02-12 14:53:28.725176
1495,30277,Premium,9.99,2025-11-15 14:53:28.725177
1496,4231,Premium,9.99,2025-10-31 14:53:28.725178
1497,8001,Premium,9.99,2026-01-08 14:53:28.725179
1498,43841,Premium,9.99,2025-09-28 14:53:28.725180
1499,37913,Premium,9.99,2026-01-23 14:53:28.725181
1500,22127,Premium,9.99,2025-11-08 14:53:28.725182
1501,38911,Premium,9.99,2026-01-03 14:53:28.725183
1502,2176,Premium,9.99,2026-01-19 14:53:28.725184
1503,19736,Premium,9.99,2026-02-02 14:53:28.725186
1504,45710,Premium,9.99,2025-12-19 14:53:28.725187
1505,49946,Premium,9.99,2025-10-28 14:53:28.725188
