click_id,ad_id,user_id,click_time
2524,80,17454,2025-10-30 15:00:27.716567
2525,148,39412,2025-10-30 14:59:27.716578
2526,157,29444,2025-11-20 15:01:27.716585
2527,98,1194,2026-02-12 15:02:27.716601
2528,58,12465,2025-12-25 14:55:27.716615
2529,92,24335,2025-11-15 14:58:27.716635
2530,3,49958,2026-02-23 15:02:27.716655
2531,157,42040,2025-09-17 14:57:27.716658
2532,70,30303,2025-11-30 15:01:27.716662
2533,170,44228,2025-12-31 15:00:27.716670
2534,171,3665,2026-01-08 14:55:27.716677
2535,11,8687,2025-08-31 14:55:27.716696
2536,190,10944,2025-12-21 14:56:27.716717
2537,192,43698,2025-11-14 14:56:27.716733
2538,150,1081,2025-12-11 14:57:27.716741
2539,262,41449,2025-10-11 15:01:27.716757
2540,271,16062,2026-01-03 15:00:27.716767
2541,293,20977,2025-12-11 14:54:27.716797
2542,102,8997,2025-11-07 14:57:27.716816
2543,193,14159,2026-02-04 14:54:27.716831
2544,64,1378,2026-02-26 14:55:27.716849
2545,168,3893,2025-10-15 14:55:27.716878
2546,262,544,2026-01-04 14:58:27.716884
2547,286,29095,2026-01-25 14:57:27.716951
2548,98,25210,2026-01-07 14:55:27.716958
2549,289,34471,2026-02-10 14:55:27.716968
2550,152,8606,2025-12-12 14:56:27.716984
2551,75,7430,2025-11-08 15:02:27.716990
2552,121,31502,2025-10-20 14:58:27.717016
2553,91,25878,2025-11-13 15:00:27.717029
2554,160,13563,2025-09-12 14:57:27.717074
2555,226,26061,2026-02-14 14:59:27.717078
2556,287,32337,2025-09-13 14:56:27.717094
2557,281,40733,2025-09-23 15:00:27.717117
2558,175,37054,2025-10-03 14:57:27.717134
2559,215,20244,2025-09-09 14:59:27.717135
2560,30,1150,2026-01-29 14:54:27.717176
2561,92,29032,2025-09-16 15:01:27.717195
2562,114,39195,2025-11-13 14:55:27.717211
2563,146,16922,2026-01-09 14:54:27.717253
2564,235,45878,2025-09-11 14:58:27.717263
2565,149,37416,2025-10-03 14:57:27.717264
2566,246,38390,2025-10-25 14:54:27.717265
2567,290,22471,2026-01-07 14:54:27.717267
2568,156,1165,2025-09-25 14:57:27.717281
2569,82,40753,2026-01-13 14:55:27.717290
2570,240,21059,2026-02-11 14:56:27.717298
2571,131,39672,2025-11-01 14:59:27.717312
2572,171,18021,2025-12-15 15:00:27.717321
2573,58,26451,2026-02-23 14:58:27.717338
2574,55,1702,2025-09-08 14:55:27.717345
2575,41,19578,2026-01-27 15:01:27.717355
2576,100,21301,2025-09-03 14:55:27.717360
2577,198,44014,2025-10-05 14:59:27.717361
2578,59,6253,2025-11-02 15:01:27.717367
2579,224,49687,2025-09-25 15:01:27.717375
2580,8,14074,2025-12-01 15:00:27.717376
2581,286,34390,2025-10-29 14:56:27.717419
2582,32,39180,2025-10-31 14:58:27.717423
2583,265,43740,2025-09-01 15:01:27.717433
2584,175,8577,2026-02-07 14:57:27.717453
2585,194,2113,2025-11-02 15:01:27.717456
2586,87,26390,2026-02-02 15:02:27.717464
2587,192,28131,2025-09-04 15:02:27.717497
2588,199,31084,2026-01-24 15:01:27.717511
2589,261,22210,2025-09-18 14:59:27.717515
2590,57,25155,2025-10-28 14:57:27.717530
2591,164,38748,2026-01-19 14:58:27.717531
2592,299,28349,2026-01-16 14:54:27.717552
2593,287,2930,2025-12-25 14:55:27.717554
2594,294,28135,2025-12-23 14:58:27.717596
2595,66,1910,2025-11-18 14:59:27.717643
2596,249,6284,2025-12-06 14:57:27.717662
2597,1,22775,2025-10-19 14:57:27.717669
2598,292,6095,2026-01-22 15:00:27.717670
2599,268,39788,2025-12-06 14:54:27.717671
2600,236,40980,2026-02-24 14:58:27.717678
2601,237,45596,2025-11-25 14:54:27.717732
2602,171,3454,2025-12-05 14:55:27.717744
2603,245,19423,2025-09-11 15:01:27.717747
2604,182,18081,2026-01-09 14:59:27.717752
2605,286,45973,2026-02-04 15:00:27.717782
2606,157,17243,2026-01-05 14:57:27.717795
2607,57,45722,2025-09-07 14:55:27.717824
2608,240,36297,2025-11-09 15:01:27.717826
2609,265,15892,2026-01-18 15:00:27.717827
2610,299,24213,2025-12-17 14:56:27.717837
2611,52,16944,2025-10-18 15:01:27.717845
2612,242,47314,2025-10-22 14:59:27.717854
2613,220,8998,2025-12-05 14:55:27.717872
2614,154,9156,2025-12-25 14:56:27.717877
2615,45,40094,2025-09-19 14:58:27.717883
2616,89,26054,2025-09-14 15:00:27.717887
2617,282,28265,2025-11-23 15:01:27.717893
2618,219,40693,2026-01-20 14:58:27.717928
2619,27,34383,2025-12-14 15:00:27.717929
2620,282,31129,2025-09-01 15:01:27.717943
2621,13,23750,2025-11-29 15:00:27.717976
2622,271,48560,2026-01-03 14:55:27.717983
2623,26,12517,2025-12-15 15:02:27.718026
2624,4,45653,2025-09-26 14:59:27.718029
2625,3,49178,2026-01-23 14:59:27.718049
2626,287,39010,2026-01-31 14:54:27.718052
2627,57,22176,2026-01-06 14:56:27.718064
2628,103,41794,2026-02-13 14:58:27.718084
2629,6,33033,2025-11-09 15:01:27.718112
2630,180,44061,2025-09-08 15:01:27.718123
2631,94,38328,2025-10-08 14:58:27.718153
2632,169,1328,2026-01-24 15:02:27.718176
2633,16,21427,2026-02-25 15:02:27.718186
2634,182,21113,2025-09-07 14:55:27.718221
2635,284,2290,2025-09-09 14:56:27.718253
2636,240,32739,2025-09-21 15:02:27.718260
2637,78,42797,2025-12-12 14:55:27.718275
2638,182,43408,2026-01-22 14:56:27.718308
2639,42,15655,2026-01-22 14:57:27.718313
2640,284,5284,2026-01-09 14:56:27.718328
2641,206,49724,2026-02-07 14:54:27.718345
2642,116,43424,2026-01-03 14:57:27.718356
2643,66,16119,2026-02-05 14:57:27.718369
2644,119,19250,2025-12-24 14:58:27.718394
2645,232,33536,2025-09-25 14:56:27.718402
2646,251,10099,2025-09-02 15:00:27.718412
2647,172,229,2025-09-24 15:02:27.718475
2648,198,19947,2025-11-10 14:55:27.718490
2649,260,41287,2025-10-18 15:01:27.718517
2650,140,25223,2026-01-18 15:00:27.718529
2651,276,6589,2026-01-04 15:02:27.718565
2652,194,40780,2025-11-30 15:02:27.718601
2653,12,39449,2025-10-19 14:59:27.718610
2654,232,2477,2026-01-19 14:57:27.718620
2655,128,46580,2025-12-25 15:01:27.718625
2656,183,19570,2026-01-01 14:58:27.718632
2657,194,10841,2025-12-10 15:02:27.718651
2658,139,39605,2025-10-03 14:59:27.718670
2659,74,28369,2025-10-01 14:54:27.718677
2660,256,18543,2025-09-14 15:00:27.718678
2661,249,31084,2026-02-27 14:55:27.718684
2662,225,36724,2025-10-18 15:02:27.718688
2663,118,47785,2026-02-16 14:54:27.718710
2664,114,13358,2026-02-26 14:59:27.718722
2665,190,39792,2025-10-10 14:59:27.718765
2666,241,18692,2025-12-10 14:57:27.718780
2667,140,44724,2026-02-21 14:54:27.718804
2668,298,10336,2025-11-07 15:00:27.718810
2669,291,29397,2025-12-21 14:59:27.718814
2670,276,10157,2026-01-13 14:54:27.718839
2671,203,48340,2026-02-04 14:57:27.718846
2672,190,11033,2025-10-23 15:02:27.718865
2673,141,43050,2025-12-08 15:01:27.718884
2674,37,45868,2026-02-06 14:55:27.718913
2675,299,5838,2025-11-02 14:54:27.718922
2676,81,27943,2025-10-19 15:02:27.718928
2677,6,13387,2025-11-01 14:59:27.718934
2678,1,1267,2025-09-25 14:55:27.718955
2679,234,8242,2025-10-30 14:59:27.718955
2680,249,5487,2026-01-14 15:00:27.718957
2681,191,46922,2026-01-23 15:02:27.718962
2682,57,35731,2026-02-09 14:59:27.718968
2683,296,1277,2025-10-26 15:00:27.719013
2684,160,44756,2025-09-12 14:59:27.719060
2685,21,773,2025-12-29 14:57:27.719064
2686,171,40389,2026-02-01 15:00:27.719070
2687,13,34318,2026-01-31 14:57:27.719092
2688,92,3757,2025-10-15 14:57:27.719099
2689,69,2533,2025-12-08 15:00:27.719101
2690,300,34895,2025-09-02 14:56:27.719106
2691,103,29892,2025-09-14 15:00:27.719150
2692,189,36799,2026-01-21 15:00:27.719164
2693,280,32194,2025-12-16 14:59:27.719166
2694,178,27361,2025-12-25 14:57:27.719170
2695,169,606,2025-09-13 14:55:27.719170
2696,103,28591,2025-11-19 14:57:27.719179
2697,189,13411,2026-01-09 14:54:27.719201
2698,101,48092,2025-10-28 15:01:27.719213
2699,189,21314,2025-10-01 14:57:27.719228
2700,111,34858,2026-02-04 14:58:27.719246
2701,207,40650,2026-01-26 14:58:27.719273
2702,70,34870,2025-11-21 14:56:27.719296
2703,243,6078,2025-09-28 15:02:27.719315
2704,178,47385,2025-12-07 15:01:27.719318
2705,37,45187,2026-01-17 14:55:27.719319
2706,38,9176,2025-08-31 15:02:27.719336
2707,116,49386,2025-09-11 14:58:27.719349
2708,270,44644,2025-12-28 14:54:27.719366
2709,113,15861,2025-12-08 15:02:27.719383
2710,104,20482,2025-12-27 14:56:27.719399
2711,236,36408,2026-02-01 14:58:27.719400
2712,219,21752,2026-02-09 14:59:27.719418
2713,108,40282,2025-09-28 14:57:27.719443
2714,137,41728,2025-10-11 14:56:27.719445
2715,211,47393,2025-10-13 14:54:27.719449
2716,40,25968,2025-09-24 14:58:27.719452
2717,150,35213,2025-12-30 14:54:27.719457
2718,224,6356,2025-10-24 15:01:27.719475
2719,13,5987,2026-02-21 14:57:27.719518
2720,136,21582,2026-01-10 14:58:27.719523
2721,110,28903,2026-01-28 15:01:27.719539
2722,252,39060,2025-10-27 15:02:27.719541
2723,33,31019,2025-12-28 14:57:27.719543
2724,293,20648,2026-01-11 14:56:27.719550
2725,151,7702,2025-10-15 14:54:27.719558
2726,174,13006,2026-01-03 15:01:27.719568
2727,61,41849,2025-08-31 15:01:27.719569
2728,207,27864,2026-01-25 14:57:27.719608
2729,247,16845,2025-09-01 15:01:27.719623
2730,258,36656,2025-09-09 14:57:27.719624
2731,230,21432,2025-12-09 14:55:27.719633
2732,211,5299,2025-12-23 14:54:27.719636
2733,138,1695,2025-11-25 15:02:27.719641
2734,81,48326,2026-02-22 15:02:27.719676
2735,279,3578,2026-01-18 15:01:27.719690
2736,246,40115,2026-01-08 14:59:27.719737
2737,156,16585,2025-09-25 15:00:27.719742
2738,160,21840,2026-01-06 14:57:27.719757
2739,46,2330,2026-02-20 15:02:27.719786
2740,151,41862,2025-09-06 14:57:27.719818
2741,116,49872,2025-10-01 15:01:27.719891
2742,177,23009,2026-01-15 14:59:27.719935
2743,92,40977,2025-12-16 14:56:27.719942
2744,142,49359,2025-12-18 14:54:27.719944
2745,161,35227,2025-12-08 14:56:27.719951
2746,273,36447,2025-12-03 15:02:27.719964
2747,241,27207,2025-10-06 15:00:27.719989
2748,161,43967,2026-01-15 14:54:27.720005
2749,252,30615,2025-12-25 14:57:27.720008
2750,22,29267,2025-09-13 14:56:27.720041
2751,28,31356,2026-02-07 14:57:27.720042
2752,268,32715,2025-12-28 15:01:27.720070
2753,300,6465,2025-12-30 14:54:27.720073
2754,47,27190,2025-09-22 14:56:27.720113
2755,108,1730,2026-02-04 15:02:27.720130
2756,255,5009,2025-09-08 14:57:27.720138
2757,285,35498,2026-02-24 15:00:27.720140
2758,71,40225,2026-01-25 15:02:27.720142
2759,282,26708,2025-11-24 14:56:27.720145
2760,190,42744,2026-01-11 14:55:27.720152
2761,224,18214,2025-12-21 14:54:27.720182
2762,87,26864,2026-02-25 15:01:27.720184
2763,9,2047,2025-11-28 14:55:27.720197
2764,188,18128,2025-10-16 14:56:27.720249
2765,165,19446,2025-12-03 14:54:27.720255
2766,220,16923,2025-10-30 14:54:27.720263
2767,284,31355,2026-01-27 14:59:27.720273
2768,91,12582,2026-01-20 14:58:27.720294
2769,101,43756,2025-12-11 15:02:27.720300
2770,185,25464,2025-11-24 14:59:27.720302
2771,16,45427,2025-12-03 14:55:27.720306
2772,110,4951,2026-02-23 14:54:27.720312
2773,252,37511,2025-10-18 14:54:27.720333
2774,294,16385,2025-11-02 14:59:27.720346
2775,239,23520,2025-11-18 14:55:27.720363
2776,5,16145,2025-08-31 14:59:27.720385
2777,77,42599,2026-02-16 14:55:27.720393
2778,270,43001,2026-01-01 14:54:27.720397
2779,70,10906,2025-12-30 15:00:27.720420
2780,147,4050,2025-09-02 14:58:27.720423
2781,2,49290,2025-10-11 14:57:27.720424
2782,117,16124,2025-11-05 14:58:27.720426
2783,3,13787,2025-09-13 14:54:27.720458
2784,109,32300,2025-10-01 14:59:27.720473
2785,22,24848,2026-02-20 14:57:27.720480
2786,179,34746,2026-01-19 14:56:27.720499
2787,250,11844,2025-09-04 15:02:27.720505
2788,51,2368,2025-09-10 14:55:27.720514
2789,239,14847,2025-10-31 14:56:27.720543
2790,78,11162,2025-11-27 14:59:27.720544
2791,243,43851,2025-09-06 15:02:27.720550
2792,258,37478,2025-12-07 14:54:27.720555
2793,69,16847,2025-09-17 14:54:27.720579
2794,58,7706,2025-12-27 15:01:27.720583
2795,287,39407,2025-09-10 14:59:27.720585
2796,37,23823,2026-01-12 14:59:27.720598
2797,298,12770,2026-01-20 14:56:27.720656
2798,210,21049,2025-11-01 14:58:27.720659
2799,298,7401,2025-12-15 14:56:27.720663
2800,113,38231,2025-09-02 14:54:27.720666
2801,160,21405,2026-02-11 14:55:27.720680
2802,218,28906,2025-09-26 14:56:27.720688
2803,140,33507,2025-11-17 14:59:27.720691
2804,86,48198,2025-12-13 14:54:27.720707
2805,10,12596,2025-12-11 15:00:27.720710
2806,45,12398,2025-12-29 15:02:27.720719
2807,130,21935,2025-12-17 15:00:27.720725
2808,21,36293,2025-09-25 14:58:27.720764
2809,67,8273,2026-02-18 15:00:27.720767
2810,233,31158,2025-09-11 14:55:27.720769
2811,12,11071,2025-11-08 14:56:27.720779
2812,111,9618,2025-11-10 15:02:27.720785
2813,135,46749,2026-01-18 14:55:27.720788
2814,193,16685,2025-09-18 14:55:27.720798
2815,107,24575,2026-01-27 14:55:27.720812
2816,167,18055,2025-12-23 15:02:27.720840
2817,33,4605,2026-01-28 14:59:27.720849
2818,212,17556,2026-02-04 15:01:27.720870
2819,291,40662,2026-02-02 14:54:27.720883
2820,81,25709,2026-02-20 15:00:27.720888
2821,220,6601,2025-11-24 14:57:27.720904
2822,92,25232,2025-12-02 15:02:27.720908
2823,30,39704,2025-09-05 14:58:27.720912
2824,267,49647,2026-01-12 15:01:27.720933
2825,196,2504,2025-09-17 14:55:27.720951
2826,16,8788,2025-09-03 14:55:27.720991
2827,127,31331,2025-09-18 14:58:27.721009
2828,100,7815,2025-12-19 15:02:27.721020
2829,250,2400,2026-02-24 14:58:27.721029
2830,269,38048,2025-09-24 15:01:27.721072
2831,78,27023,2025-10-14 14:57:27.721078
2832,150,8858,2025-11-01 14:55:27.721107
2833,190,15591,2025-09-25 14:57:27.721113
2834,230,384,2025-09-29 14:54:27.721126
2835,272,48095,2025-12-10 14:57:27.721128
2836,120,15789,2025-10-14 14:59:27.721154
2837,9,30144,2025-09-06 15:00:27.721159
2838,112,39642,2026-01-04 14:57:27.721161
2839,226,47669,2025-12-12 14:54:27.721176
2840,139,7222,2025-11-18 14:54:27.721185
2841,98,15641,2026-02-26 14:55:27.721241
2842,65,8361,2026-01-16 14:58:27.721276
2843,243,24951,2026-02-07 14:58:27.721277
2844,266,8809,2026-01-11 15:01:27.721282
2845,24,31859,2025-11-28 15:02:27.721286
2846,90,33287,2025-10-28 15:02:27.721293
2847,38,31906,2026-01-21 14:57:27.721299
2848,109,48953,2025-11-27 15:02:27.721308
2849,270,44457,2025-09-21 14:59:27.721328
2850,25,38070,2025-10-14 14:57:27.721340
2851,268,31132,2025-11-18 14:56:27.721354
2852,49,23248,2025-10-15 15:00:27.721360
2853,151,46896,2025-10-01 14:59:27.721366
2854,203,17369,2026-01-14 15:00:27.721369
2855,38,15356,2026-01-20 14:59:27.721396
2856,184,23988,2025-12-29 14:57:27.721452
2857,261,12572,2025-10-05 14:58:27.721473
2858,167,24407,2025-10-01 15:00:27.721481
2859,13,38721,2026-01-16 15:01:27.721514
2860,239,3157,2026-01-24 14:54:27.721516
2861,17,18460,2026-02-27 15:02:27.721521
2862,70,42125,2025-11-10 15:01:27.721535
2863,283,11254,2025-10-10 14:55:27.721555
2864,88,2865,2025-11-21 14:56:27.721583
2865,122,30667,2026-02-03 15:01:27.721598
2866,203,46166,2026-01-05 15:00:27.721644
2867,294,49103,2025-09-24 15:00:27.721654
2868,60,34085,2026-01-29 14:55:27.721663
2869,298,13203,2026-01-03 14:57:27.721671
2870,299,29070,2025-11-18 14:54:27.721672
2871,189,34042,2025-11-19 14:55:27.721706
2872,90,30197,2025-11-25 15:01:27.721713
2873,165,9479,2025-09-07 14:54:27.721725
2874,33,29417,2025-09-13 14:56:27.721737
2875,144,48887,2025-12-07 15:02:27.721739
2876,241,49807,2025-09-22 15:02:27.721769
2877,216,4663,2025-09-08 15:01:27.721784
2878,266,20760,2025-12-25 14:57:27.721791
2879,7,15158,2026-02-16 14:55:27.721807
2880,207,29158,2026-01-02 14:56:27.721807
2881,220,7644,2025-10-16 14:54:27.721828
2882,63,9059,2025-11-26 14:55:27.721849
2883,192,16941,2025-09-01 14:54:27.721855
2884,133,19232,2025-11-19 14:58:27.721857
2885,44,16863,2025-10-08 14:59:27.721859
2886,187,778,2026-02-13 14:57:27.721884
2887,251,6190,2025-10-08 14:57:27.721890
2888,133,42832,2025-12-17 15:01:27.721893
2889,191,5381,2025-10-30 14:56:27.721908
2890,17,12001,2025-11-03 15:01:27.721910
2891,270,26971,2025-11-08 14:56:27.721914
2892,156,1340,2025-12-29 14:59:27.721919
2893,278,20993,2025-11-22 14:59:27.721927
2894,24,2427,2025-12-28 14:58:27.721928
2895,186,37700,2025-09-04 14:57:27.721936
2896,131,45411,2025-09-26 14:55:27.721943
2897,116,13782,2026-01-20 15:00:27.721949
2898,176,47376,2026-01-25 14:55:27.721952
2899,258,41750,2025-09-22 15:02:27.721959
2900,7,46612,2026-02-01 15:01:27.722001
2901,101,10492,2025-09-11 15:00:27.722041
2902,269,38196,2026-02-25 14:58:27.722053
2903,11,8663,2026-01-02 14:58:27.722057
2904,3,49025,2025-11-09 14:58:27.722073
2905,41,13271,2025-09-28 15:01:27.722086
2906,241,30404,2025-10-26 15:00:27.722105
2907,277,17249,2026-01-26 14:55:27.722108
2908,7,41593,2025-11-20 14:58:27.722117
2909,135,26694,2026-02-02 15:00:27.722123
2910,73,37704,2026-01-23 14:57:27.722141
2911,176,44198,2026-01-14 14:59:27.722150
2912,218,37368,2026-01-02 15:00:27.722164
2913,36,39464,2025-11-06 14:58:27.722171
2914,202,19295,2025-12-28 14:57:27.722175
2915,55,10514,2025-10-16 14:56:27.722184
2916,194,20602,2025-10-26 15:02:27.722197
2917,299,15258,2026-01-24 14:59:27.722206
2918,178,22202,2026-02-03 14:55:27.722217
2919,63,33870,2025-08-31 14:56:27.722254
2920,92,16245,2026-01-25 14:58:27.722278
2921,97,46224,2025-12-23 15:01:27.722279
2922,22,962,2025-09-20 15:00:27.722301
2923,153,29970,2025-11-15 14:54:27.722302
2924,53,12872,2025-10-20 15:02:27.722304
2925,157,33738,2025-10-31 14:56:27.722316
2926,147,5894,2025-11-02 15:00:27.722331
2927,108,32183,2025-12-13 14:59:27.722360
2928,246,35598,2025-12-22 14:58:27.722367
2929,290,8692,2026-01-30 14:56:27.722380
2930,217,36692,2026-02-08 14:58:27.722391
2931,275,41992,2025-12-07 14:54:27.722394
2932,37,22838,2025-09-25 14:55:27.722442
2933,273,48174,2026-01-06 14:54:27.722443
2934,143,24455,2025-10-20 14:58:27.722454
2935,6,1668,2026-01-13 14:58:27.722469
2936,46,9041,2025-09-07 14:59:27.722525
2937,243,42513,2025-09-05 14:58:27.722530
2938,270,46840,2026-02-25 15:01:27.722536
2939,109,24775,2026-01-19 14:54:27.722553
2940,157,3672,2025-11-01 14:56:27.722563
2941,182,31690,2025-09-15 14:55:27.722566
2942,124,6915,2026-01-03 14:58:27.722567
2943,83,4959,2025-12-22 14:56:27.722568
2944,201,18823,2025-11-17 14:54:27.722573
2945,221,17942,2025-12-15 14:57:27.722576
2946,125,22519,2026-01-27 14:57:27.722583
2947,171,1829,2025-10-21 14:58:27.722606
2948,264,7029,2025-10-07 14:54:27.722608
2949,137,38305,2025-12-21 14:58:27.722610
2950,219,22186,2026-01-22 15:01:27.722620
2951,74,6183,2025-12-13 14:57:27.722695
2952,88,2867,2025-11-19 14:56:27.722703
2953,156,42898,2025-11-04 15:00:27.722710
2954,153,36723,2026-02-11 14:54:27.722770
2955,204,9603,2026-01-27 15:01:27.722833
2956,19,15907,2026-02-04 15:01:27.722857
2957,261,43318,2026-01-23 15:01:27.722869
2958,212,9805,2026-02-10 14:55:27.722880
2959,174,13218,2025-09-20 15:02:27.722886
2960,237,15389,2025-12-24 14:56:27.722896
2961,97,24573,2026-02-25 15:01:27.722903
2962,32,45204,2025-10-31 15:00:27.722913
2963,22,38502,2025-12-10 14:59:27.722916
2964,33,24758,2025-12-09 14:54:27.722922
2965,109,49515,2026-01-18 14:59:27.722925
2966,151,47727,2025-12-12 14:56:27.722930
2967,237,18296,2026-02-10 14:59:27.722932
2968,184,42777,2025-09-04 14:56:27.722938
2969,37,28837,2026-02-05 15:02:27.722942
2970,184,7072,2025-12-08 14:55:27.722962
2971,3,37726,2025-11-03 14:56:27.722999
2972,165,37273,2025-12-01 15:02:27.723007
2973,103,2375,2025-10-26 15:00:27.723015
2974,59,30289,2026-01-20 15:00:27.723034
2975,135,32315,2026-01-26 14:56:27.723055
2976,115,11538,2026-02-18 15:00:27.723071
2977,265,47465,2026-01-24 14:58:27.723091
2978,228,29828,2025-09-22 14:58:27.723127
2979,104,868,2025-10-06 14:57:27.723136
2980,133,3153,2025-11-22 14:57:27.723144
2981,50,26648,2025-12-25 15:02:27.723145
2982,164,39405,2025-12-26 14:59:27.723150
2983,294,6294,2026-02-24 14:59:27.723175
2984,9,9714,2025-11-29 14:58:27.723193
2985,218,6691,2025-09-08 14:57:27.723197
2986,70,46019,2025-09-25 14:54:27.723202
2987,5,20982,2026-02-20 14:59:27.723204
2988,170,23701,2025-09-26 14:57:27.723223
2989,223,31471,2025-10-08 14:55:27.723234
2990,51,44843,2025-09-12 15:02:27.723250
2991,279,38015,2025-12-10 14:57:27.723264
2992,151,30891,2025-09-01 15:02:27.723275
2993,102,36374,2025-11-26 14:58:27.723293
2994,284,13091,2025-11-08 15:02:27.723303
2995,190,29023,2025-12-14 14:59:27.723306
2996,41,4279,2025-09-21 14:56:27.723349
2997,261,2044,2025-11-26 14:55:27.723370
2998,88,9431,2025-10-28 14:58:27.723374
2999,292,22349,2025-10-09 15:01:27.723383
3000,157,38235,2025-09-04 14:55:27.723389
3001,107,17403,2026-01-17 14:57:27.723423
3002,215,35329,2025-10-11 14:57:27.723425
3003,290,45326,2025-11-11 14:59:27.723444
3004,156,46538,2025-10-27 15:00:27.723456
3005,41,33635,2026-02-24 15:01:27.723485
3006,82,38766,2025-11-04 14:54:27.723507
3007,119,44747,2025-12-06 14:58:27.723523
3008,295,42876,2025-09-07 15:01:27.723537
3009,108,22076,2025-09-26 14:58:27.723548
3010,204,49820,2025-11-01 15:02:27.723578
3011,44,39163,2025-12-22 15:01:27.723589
3012,249,44326,2026-01-05 15:02:27.723600
3013,247,33756,2025-11-09 14:58:27.723622
3014,226,4057,2026-01-22 14:56:27.723645
3015,132,29016,2026-01-17 14:57:27.723658
3016,10,31451,2026-02-20 14:55:27.723694
3017,148,16561,2025-10-20 14:55:27.723697
3018,25,41396,2025-10-01 14:56:27.723710
3019,176,28402,2025-10-12 15:00:27.723720
3020,117,25234,2025-10-14 15:02:27.723723
3021,210,3112,2025-09-05 14:56:27.723760
3022,217,21956,2025-12-30 14:57:27.723762
3023,187,45322,2026-02-04 14:54:27.723765
3024,117,37923,2026-01-12 15:02:27.723787
3025,279,17348,2026-02-14 15:02:27.723800
3026,156,6024,2025-10-10 14:57:27.723806
3027,188,21825,2025-09-19 15:02:27.723817
3028,211,6453,2025-11-13 15:02:27.723820
3029,117,41529,2025-09-07 14:57:27.723840
3030,284,34374,2025-12-20 15:01:27.723848
3031,248,5634,2025-12-09 14:56:27.723860
3032,245,47528,2025-12-23 14:58:27.723866
3033,20,1131,2025-10-02 15:01:27.723872
3034,247,29386,2025-12-18 15:02:27.723875
3035,101,25774,2025-12-31 15:01:27.723879
3036,117,28983,2026-02-25 14:56:27.723879
3037,219,44989,2026-01-30 14:59:27.723903
3038,135,36074,2025-09-12 15:02:27.723918
3039,35,19897,2025-10-22 14:58:27.723938
3040,170,40920,2025-10-12 15:02:27.723938
3041,260,39844,2026-01-12 14:58:27.723970
3042,147,40750,2026-01-29 15:00:27.723979
3043,124,33491,2025-11-14 14:54:27.723983
3044,201,1590,2025-10-25 14:56:27.723994
3045,137,23904,2025-09-30 14:55:27.724003
3046,92,33369,2025-12-05 14:58:27.724010
3047,224,46909,2025-11-09 15:00:27.724017
3048,216,22171,2025-12-16 15:01:27.724020
3049,188,1318,2026-02-25 15:00:27.724050
3050,236,21249,2025-12-15 14:57:27.724069
3051,83,17893,2025-11-01 15:01:27.724086
3052,18,29035,2026-02-08 14:57:27.724088
3053,22,24241,2025-10-14 14:57:27.724107
3054,266,3551,2026-02-23 15:00:27.724110
3055,54,27884,2026-01-05 15:01:27.724118
3056,80,35448,2025-12-07 14:56:27.724130
3057,58,46963,2026-01-25 14:57:27.724132
3058,262,12869,2025-10-13 14:55:27.724137
3059,142,14931,2025-12-17 15:01:27.724145
3060,65,11765,2026-02-17 15:02:27.724167
3061,129,15149,2025-11-13 15:01:27.724183
3062,140,2101,2025-09-21 14:54:27.724231
3063,258,31698,2026-01-17 14:57:27.724259
3064,182,7593,2026-02-10 14:56:27.724262
3065,279,17850,2025-10-09 14:55:27.724278
3066,221,46303,2025-12-06 14:59:27.724299
3067,178,19425,2026-02-25 15:02:27.724329
3068,146,10509,2026-01-24 14:55:27.724339
3069,166,18330,2025-09-28 14:54:27.724344
3070,299,49315,2025-10-22 14:58:27.724359
3071,62,33220,2025-11-01 15:01:27.724365
3072,143,46758,2026-02-06 14:54:27.724375
3073,213,44237,2025-10-05 15:01:27.724421
3074,119,34213,2026-01-18 14:55:27.724447
3075,64,34596,2025-12-24 14:54:27.724449
3076,286,20079,2025-10-30 14:55:27.724466
3077,44,27880,2025-12-10 14:59:27.724476
3078,283,37655,2025-09-06 15:00:27.724536
3079,165,10578,2026-01-10 14:58:27.724545
3080,222,15505,2025-09-29 14:56:27.724563
3081,92,37597,2025-12-25 14:58:27.724600
3082,168,16283,2025-10-05 14:59:27.724607
3083,47,22762,2025-10-05 14:59:27.724621
3084,202,38377,2025-11-29 14:56:27.724626
3085,145,26955,2025-12-07 14:56:27.724649
3086,100,47667,2025-10-29 15:02:27.724657
3087,295,30367,2025-10-02 14:54:27.724659
3088,144,36700,2025-09-20 14:55:27.724681
3089,132,11025,2025-09-04 14:58:27.724683
3090,239,36589,2025-11-05 14:59:27.724701
3091,208,33648,2025-12-30 14:58:27.724713
3092,81,30901,2025-10-28 15:02:27.724720
3093,121,34422,2026-02-03 14:55:27.724720
3094,274,42410,2025-10-08 14:55:27.724725
3095,88,46451,2026-02-05 15:01:27.724728
3096,64,43892,2025-12-16 14:54:27.724748
3097,114,17104,2026-02-24 14:58:27.724777
3098,300,8327,2025-10-24 14:54:27.724779
3099,234,14707,2025-11-08 14:56:27.724780
3100,186,20422,2025-12-04 14:57:27.724812
3101,223,33105,2025-11-16 14:56:27.724815
3102,166,21666,2026-01-08 15:00:27.724829
3103,70,12590,2026-01-31 14:58:27.724837
3104,184,41919,2025-09-13 14:55:27.724859
3105,12,3369,2025-10-07 14:56:27.724889
